,book_id_title,book_id,book_title,year_first_published,authorlink,author,genres,num_ratings,num_reviews,average_rating,flag
165,77390.Anne_of_Avonlea,77390,Anne of Avonlea,1909.0,https://www.goodreads.com/author/show/5350.L_M_Montgomery,L.M. Montgomery,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Romance', '...more']","181,286","8,102",4.22,True
167,31250.Little_Dorrit,31250,Little Dorrit,1857.0,https://www.goodreads.com/author/show/239579.Charles_Dickens,Charles Dickens,"['Classics', 'Fiction', 'Victorian', 'Literature', '19th Century', 'Historical Fiction', 'British Literature', '...more']","46,436","1,943",4.0,True
168,37470115-mostly-boys,37470115,Mostly Boys: Short Stories,1894.0,https://www.goodreads.com/author/show/898068.Francis_J_Finn,Francis J. Finn,[],3,2,4.0,True
173,821176.The_Damnation_of_Theron_Ware,821176,The Damnation of Theron Ware: Or Illumination,1896.0,https://www.goodreads.com/author/show/51174.Harold_Frederic,Harold Frederic,"['Fiction', 'Classics', 'Religion', 'Literature', '19th Century', 'American', 'Novels', '...more']",946,113,3.76,True
175,110871.Th_r_se_Raquin,110871,Thérèse Raquin,1867.0,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels', '...more']","28,877","2,314",3.73,True
176,326280.Max_Havelaar_or_the_Coffee_Auctions_of_the_Dutch_Trading_Company,326280,"Max Havelaar, or the Coffee Auctions of the Dutch Trading Company",1860.0,https://www.goodreads.com/author/show/3367032.Multatuli,Multatuli,"['Classics', 'Fiction', 'Dutch Literature', 'Literature', 'Historical Fiction', 'School', '19th Century', '...more']","8,408",596,3.53,True
179,14570.Eight_Cousins,14570,Eight Cousins,1874.0,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,Louisa May Alcott,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Middle Grade', '...more']","36,835","1,308",4.01,True
180,543686.Rob_Roy,543686,Rob Roy,1817.0,https://www.goodreads.com/author/show/4345.Walter_Scott,Walter Scott,"['Classics', 'Historical Fiction', 'Fiction', 'Scotland', 'Adventure', 'Literature', 'Historical', '...more']","9,595",404,3.69,True
181,12505.The_Idiot,12505,The Idiot,1869.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', 'Philosophy', '...more']","164,138","7,357",4.2,True
182,28413.The_Ladies_Paradise,28413,The Ladies' Paradise,1883.0,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'Fiction', 'France', 'French Literature', 'Historical Fiction', '19th Century', 'Romance', '...more']","15,512","1,106",3.99,True
183,7731241-probable-sons,7731241,Probable Sons,1895.0,https://www.goodreads.com/author/show/7111462.Amy_Le_Feuvre,Amy Le Feuvre,"['Fiction', 'Christian', 'Classics', 'Christian Fiction', 'Childrens']",147,17,4.13,True
188,433567.Flatland,433567,Flatland: A Romance of Many Dimensions,1884.0,https://www.goodreads.com/author/show/3093075.Edwin_A_Abbott,Edwin A. Abbott,"['Fiction', 'Science Fiction', 'Classics', 'Mathematics', 'Fantasy', 'Philosophy', 'Literature', '...more']","65,566","5,134",3.81,True
191,773534.Belinda,773534,Belinda,1801.0,https://www.goodreads.com/author/show/82939.Maria_Edgeworth,Maria Edgeworth,"['Classics', 'Fiction', '19th Century', 'Historical Fiction', 'Romance', 'Literature', 'British Literature', '...more']","3,328",218,3.66,True
193,59145.P_re_Goriot,59145,Père Goriot,1835.0,https://www.goodreads.com/author/show/228089.Honor_de_Balzac,Honoré de Balzac,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels', '...more']","54,650","2,520",3.85,True
195,1841154.Act_,1841154,Acté,1839.0,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,Alexandre Dumas,"['Historical Fiction', 'France', 'Classics']",147,12,3.35,True
196,1287250.The_Fixed_Period,1287250,The Fixed Period,1882.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', '19th Century', 'Dystopia', 'Science Fiction', 'English Literature', 'Novels', '...more']",269,54,3.09,True
197,4900.Heart_of_Darkness,4900,Heart of Darkness,1899.0,https://www.goodreads.com/author/show/3345.Joseph_Conrad,Joseph Conrad,"['Classics', 'Fiction', 'Literature', 'Africa', 'Historical Fiction', 'School', 'Novels', '...more']","480,957","18,071",3.43,True
199,1610015.The_New_Magdalen,1610015,The New Magdalen,1873.0,https://www.goodreads.com/author/show/4012.Wilkie_Collins,Wilkie Collins,"['Classics', 'Fiction', 'Victorian', 'British Literature', '19th Century', 'Mystery', 'Historical Fiction', '...more']",307,34,3.78,True
201,242589.Orley_Farm,242589,Orley Farm,1861.0,https://www.goodreads.com/author/show/20524.Anthony_Trollope,Anthony Trollope,"['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Novels', '...more']","2,237",142,3.94,True
202,10108873-reginald-cruden,10108873,Reginald Cruden: A Tale of City Life,1903.0,https://www.goodreads.com/author/show/1026231.Talbot_Baines_Reed,Talbot Baines Reed,[],6,0,3.83,True
204,246414.Pierre_et_Jean,246414,Pierre et Jean,1888.0,https://www.goodreads.com/author/show/18791.Guy_de_Maupassant,Guy de Maupassant,"['Classics', 'France', 'Fiction', 'French Literature', '19th Century', 'School', 'Roman', '...more']","7,449",340,3.62,True
205,19089.Middlemarch,19089,Middlemarch,1872.0,https://www.goodreads.com/author/show/173.George_Eliot,George Eliot,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'Novels', '...more']","153,178","9,762",4.0,True
210,882162.Hester,882162,Hester,1883.0,https://www.goodreads.com/author/show/14266369.Mrs_Oliphant,Mrs. Oliphant,"['Classics', 'Fiction', 'Victorian', '19th Century', 'British Literature', 'Novels', 'Scotland', '...more']",482,57,3.88,True
211,23814.King_Solomon_s_Mines,23814,King Solomon's Mines,1885.0,https://www.goodreads.com/author/show/4633123.H_Rider_Haggard,H. Rider Haggard,"['Classics', 'Fiction', 'Adventure', 'Fantasy', 'Africa', 'Historical Fiction', 'Literature', '...more']","47,446","2,384",3.8,True
213,7144.Crime_and_Punishment,7144,Crime and Punishment,1866.0,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,Fyodor Dostoevsky,"['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', '...more']","805,192","29,290",4.25,True
214,825901.Under_the_Greenwood_Tree,825901,Under the Greenwood Tree,1872.0,https://www.goodreads.com/author/show/15905.Thomas_Hardy,Thomas Hardy,"['Classics', 'Fiction', '19th Century', 'Romance', 'Victorian', 'Historical Fiction', 'British Literature', '...more']","12,577",823,3.66,True
215,2360690.Redgauntlet,2360690,Redgauntlet,1824.0,https://www.goodreads.com/author/show/4345.Walter_Scott,Walter Scott,"['Classics', 'Historical Fiction', 'Fiction', 'Scotland', 'Historical', 'Literature', '19th Century', '...more']",337,33,3.6,True
216,21133246-dynevor-terrace,21133246,"Dynevor Terrace: or, the clue of life -Volume 2",1857.0,https://www.goodreads.com/author/show/176982.Charlotte_Mary_Yonge,Charlotte Mary Yonge,[],8,0,3.63,True
217,705296.Youth,705296,Youth,1852.0,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,Leo Tolstoy,"['Classics', 'Russia', 'Fiction', 'Russian Literature', 'Literature', 'Coming Of Age', 'Novels', '...more']",500,35,3.72,True
219,28409.The_Masterpiece,28409,The Masterpiece,1886.0,https://www.goodreads.com/author/show/4750._mile_Zola,Émile Zola,"['Classics', 'France', 'Fiction', 'French Literature', 'Art', '19th Century', 'Literature', '...more']","4,157",327,3.98,True
